Issue Type,Issue key,Issue id,Parent id,Assignee,Status,Custom field (Planned Prod Deployment),Resolution,Updated,Due Date,Custom field (CMS Product Name),Custom field (Vulnerability Title),Custom field (Asset Names),Custom field (Service Port),Summary,Custom field (Vulnerability Proof),Custom field (Proof),Custom field (Package Details Dynamic),Custom field (Misconfiguration Description),Custom field (Misconfiguration Solution)
Vulnerability item,NXP-5560662,8322335,7445314.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,869b3d4a.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,307dea01.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64_del/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-4778643,2634891,7445314.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,869b3d4a.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",307dea01.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8881870,4788501,4339580.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,ab117bcf.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,91120f65.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64_del/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-2751365,4497545,4339580.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,ab117bcf.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,91120f65.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64_del/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-3290011,6998957,4339580.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,ab117bcf.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",91120f65.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-5815958,8681129,5172851.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,eaeb466d.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",fbaf5465.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-2027515,2525208,339618.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,ff931006.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",1a51f6a3.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3117316,7710508,720357.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,0b78332d.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",735264b4.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-968755,7798256,4724725.0,usr8c027,Risk Covered,,Resolved,07/May/2026 11:00 PM,15/Apr/2025 12:00 AM,7a2bda80.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",f0d05049.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3414070,3902526,416328.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,c872244c.internal,Default or Guessable SNMP community names: public,7ae23a04.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-733087,7039839,5143763.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,6c6cd1cd.internal,Default or Guessable SNMP community names: public,e635c18a.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-8893043,8676618,8989240.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,05429a06.internal,Default or Guessable SNMP community names: public,b2c37c90.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-1061425,4018225,8858213.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,9375bcd0.internal,Default or Guessable SNMP community names: public,7d5632bf.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-2231872,4419596,7342165.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,d2a5600d.internal,Default or Guessable SNMP community names: public,0736fe8d.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-3717896,4403022,6999749.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,2ce9e8a9.internal,Default or Guessable SNMP community names: public,4fed5ab5.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-6663641,4588240,618854.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,ef16ac1a.internal,Default or Guessable SNMP community names: public,0df1357c.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-6987628,5398927,5564803.0,usr71f22,Risk Covered,,Resolved,07/May/2026 10:21 PM,04/Dec/2022 12:00 AM,36b492fe.internal,Default or Guessable SNMP community names: public,45010bbd.internal,161,snmp-read-0001,"* Running SNMP service
Successfully authenticated to the SNMP service with credentials: uid[] pw[public] realm[]",,,,
Vulnerability item,NXP-1544516,1553158,4351807.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,5a359ec3.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",7cd385d1.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3217517,3773464,3308908.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,e05d8d95.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",5934cb7d.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-4967224,671647,4582227.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b0161f04.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,42981e2d.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.312 (/stxbase/stxapp/java/zulu8.58.0.14-sa-jdk8.0.312-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-8178969,2295361,4582227.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b0161f04.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,42981e2d.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.312 (/stxbase/stxapp/java/zulu8.58.0.14-sa-jdk8.0.312-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-9014917,6120520,4582227.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b0161f04.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",42981e2d.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/java/zulu8.33.0.2-sa-fx-jdk8.0.192-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8735681,2842033,8158882.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8f4ea7d2.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,a59dd525.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.312 (/stxbase/stxapp/java/zulu8.58.0.14-sa-jdk8.0.312-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-9095315,7624993,8158882.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8f4ea7d2.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,a59dd525.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.312 (/stxbase/stxapp/java/zulu8.58.0.14-sa-jdk8.0.312-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-6226763,2613073,8158882.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8f4ea7d2.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",a59dd525.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/java/zulu8.33.0.2-sa-fx-jdk8.0.192-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-7213523,6690044,1935635.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,e52a3b6b.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,bcdb1e0a.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webms/webmcc1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webms/webm1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.68.18 (/stxbase/stxapp/webmp/webm1015/jvm/d7865085.internal/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webmp/webm1015/jvm/jvm/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webmp/webm1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webms/webm1015/jvm/45b82d93.internal/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webms/webmcc1015/jvm/b007ed6a.internal/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-8406344,8036361,1935635.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,e52a3b6b.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,bcdb1e0a.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webms/webmcc1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webms/webm1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.68.18 (/stxbase/stxapp/webmp/webm1015/jvm/d7865085.internal/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webmp/webm1015/jvm/jvm/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 17.48.16 (/stxbase/stxapp/webmp/webm1015/SAGUpdateManager/jvm/jre/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webms/webm1015/jvm/45b82d93.internal/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.70.16 (/stxbase/stxapp/webms/webmcc1015/jvm/b007ed6a.internal/lib/54c8aa44.internal)",,,,
Vulnerability item,NXP-6760562,5522222,1935635.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,e52a3b6b.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",bcdb1e0a.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/java/zulu8.33.0.2-sa-fx-jdk8.0.192-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-1016517,2219983,6287216.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8c146f99.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,a3b92755.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-4910063,1386319,6287216.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8c146f99.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,a3b92755.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 11.58.16 (/stxbase/stxapp/java/zulu11.58.16-sa-jdk11.0.16-linux_x64/lib/54c8aa44.internal)

Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Azul Systems JRE 1.8.0.342 (/stxbase/stxapp/java/zulu8.64.0.16-sa-jdk8.0.342-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-4582253,5306564,6287216.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,8c146f99.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",a3b92755.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 9.7


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/java/zulu8.33.0.2-sa-fx-jdk8.0.192-linux_x64/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-6552434,3320629,2483033.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,6cff6c01.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,496f073b.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/java/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.282 (/stxbase/stxapp/infa/105/tools/mongodb/Tools/SchemaEditor/runtime/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/source/java/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3041245,7953311,2483033.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,6cff6c01.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,496f073b.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/java/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.282 (/stxbase/stxapp/infa/105/tools/mongodb/Tools/SchemaEditor/runtime/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/source/java/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-2807091,4719160,2483033.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,6cff6c01.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",496f073b.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/infa/EBF27003_Server_Installer_linux_em64t/Installer/lib/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-7002915,6660838,1759990.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b3227c4a.internal,Azul Zulu: CVE-2017-92784: Vulnerability in the JavaFX component,c4278188.internal,0,azul-zulu-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/java/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.282 (/stxbase/stxapp/infa/105/tools/mongodb/Tools/SchemaEditor/runtime/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/source/java/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8479141,642302,1759990.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b3227c4a.internal,Azul Zulu: CVE-2017-63265: Vulnerability in the JavaFX component,c4278188.internal,0,azul-zulu-CVE-2017-21857,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/java/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.282 (/stxbase/stxapp/infa/105/tools/mongodb/Tools/SchemaEditor/runtime/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Azul Systems JRE 1.8.0.382 (/stxbase/stxapp/infa/105/source/java/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-7520645,5051867,1759990.0,usr00857,Risk Covered,,Resolved,07/May/2026 10:57 PM,15/Apr/2025 12:00 AM,b3227c4a.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",c4278188.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.341 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/jdk/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.351 (/stxbase/stxapp/oracle/client/product/19.17.0/client_1/OPatch/jre/lib/rt.jar)

Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.192 (/stxbase/stxapp/infa/EBF27003_Server_Installer_linux_em64t/Installer/lib/jre/lib/rt.jar)",,,,
